OBJECTID,Incident_Num,Shooting_Date,District,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim,IsPrimaryIncident,HOUR_OF_DAY,DAY_OF_WEEK,YEAR,QUARTER,MONTH,NEIGHBORHOOD
5345,I182084723,2018/10/20 12:08:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,0,1,8,7,2018,4,10,Dorchester
5346,I182086270,2018/10/25 21:12:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,5,2018,4,10,Roxbury
5347,I182086671,2018/10/27 05:45:00+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,7,2018,4,10,Downtown
5348,I182087228,2018/10/29 06:24:00+00,A1,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,2,2,2018,4,10,Downtown
5349,I182087516,2018/10/30 07:02:00+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,3,3,2018,4,10,Chinatown
5350,I182089567,2018/11/06 00:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,2,2018,4,11,Mattapan
5351,I182090467,2018/11/08 15:11:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,10,5,2018,4,11,Dorchester
5352,I182091712,2018/11/13 05:27:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,3,2018,4,11,Dorchester
5353,I182092361,2018/11/15 10:59:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,5,5,2018,4,11,Dorchester
5354,I182093233,2018/11/18 06:57:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,1,2018,4,11,Mattapan
5355,I182093688,2018/11/19 22:45:00+00,E13,Fatal,Female,Unknown,Unknown,0,1,17,2,2018,4,11,Jamaica Plain
5356,I182093742,2018/11/20 02:33:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,1,21,2,2018,4,11,Roxbury
5357,I182094352,2018/11/22 06:14:00+00,E13,Fatal,Male,White,Hispanic or Latinx,0,1,1,5,2018,4,11,Jamaica Plain
5358,I182093742,2018/11/20 02:33:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,0,21,2,2018,4,11,Roxbury
5359,I182093742,2018/11/20 02:33:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,21,2,2018,4,11,Roxbury
5360,I182094714,2018/11/24 06:35:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,7,2018,4,11,Roxbury
5361,I182095652,2018/11/28 04:06:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,3,2018,4,11,Roxbury
5362,I182075255,2018/09/18 06:38:26+00,A7,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,2,3,2018,3,9,East Boston
5363,I182097014,2018/12/02 03:00:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,7,2018,4,12,Jamaica Plain
5364,I182096701,2018/12/01 00:06:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,6,2018,4,11,Dorchester
5365,I182070177,2018/09/01 07:20:12+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,3,7,2018,3,9,Dorchester
5366,I182081712,2018/10/09 23:46:41+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,3,2018,4,10,Hyde Park
5367,I182084402,2018/10/19 03:45:09+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,5,2018,4,10,Roslindale
5368,I182099711,2018/12/11 03:14:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,2,2018,4,12,Mattapan
5369,I182100721,2018/12/14 19:43:57+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,0,1,14,6,2018,4,12,Dorchester
5370,I182102684,2018/12/21 05:34:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,6,2018,4,12,Roxbury
5371,I182103426,2018/12/24 00:28:38+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,1,2018,4,12,Roxbury
5372,I182102892,2018/12/22 01:15:15+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,6,2018,4,12,South Boston
5373,I182102973,2018/12/22 05:17:03+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,7,2018,4,12,Roxbury
5374,I182104066,2018/12/27 05:34:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,0,5,2018,4,12,Mattapan
5375,I182104066,2018/12/27 05:34:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,0,5,2018,4,12,Mattapan
5376,I182104066,2018/12/27 05:34:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,0,5,2018,4,12,Mattapan
5377,I182104797,2018/12/30 08:00:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,3,1,2018,4,12,Roxbury
5378,I182105141,2018/12/31 19:14:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,2,2018,4,12,Dorchester
5379,I192000054,2019/01/01 08:05:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,3,3,2019,1,1,Dorchester
5380,I192000084,2019/01/01 09:25:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,4,3,2019,1,1,Roxbury
5381,I192001666,2019/01/07 04:01:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,1,2019,1,1,Dorchester
5382,I192002129,2019/01/08 21:31:48+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,3,2019,1,1,Roxbury
5383,I192002384,2019/01/09 19:46:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,4,2019,1,1,Roxbury
5384,I192003016,2019/01/12 00:30:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,6,2019,1,1,Dorchester
5385,I192003069,2019/01/12 04:06:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,0,1,23,6,2019,1,1,Mattapan
5386,I192004854,2019/01/18 20:47:00+00,E13,Fatal,Male,White,Hispanic or Latinx,1,1,15,6,2019,1,1,Jamaica Plain
5387,I192004854,2019/01/18 20:47:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,1,0,15,6,2019,1,1,Jamaica Plain
5388,I192005158,2019/01/20 04:57:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,7,2019,1,1,Roxbury
5389,I192005063,2019/01/19 19:21:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,7,2019,1,1,Hyde Park
5390,I192006053,2019/01/23 23:50:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,4,2019,1,1,Roxbury
5391,I192006868,2019/01/26 22:10:00+00,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,17,7,2019,1,1,Dorchester
5392,I192007720,2019/01/30 01:47:00+00,B2,Non-Fatal,Male,Asian,Not Hispanic or Latinx,0,1,20,3,2019,1,1,Roxbury
5393,I192008538,2019/02/02 06:45:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,1,7,2019,1,2,Dorchester
5394,I192008843,2019/02/03 14:55:00+00,B3,Fatal,Male,White,Hispanic or Latinx,0,1,9,1,2019,1,2,Mattapan
5395,I192009132,2019/02/04 17:35:00+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,12,2,2019,1,2,Roxbury
5396,I192009502,2019/02/05 23:03:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,3,2019,1,2,Mattapan
5397,I192009691,2019/02/06 18:21:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,13,4,2019,1,2,Roxbury
5398,I192010119,2019/02/08 02:34:00+00,A7,Non-Fatal,Male,Unknown,Unknown,0,1,21,5,2019,1,2,East Boston
5399,I192010441,2019/02/09 05:10:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,7,2019,1,2,Dorchester
5400,I192012410,2019/02/17 00:31:32+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,7,2019,1,2,Dorchester
5401,I192013647,2019/02/22 07:20:00+00,B2,Non-Fatal,Male,Unknown,Unknown,0,1,2,6,2019,1,2,Roxbury
5402,I192015793,2019/03/02 07:59:44+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,7,2019,1,3,Dorchester
5403,I192017963,2019/03/11 04:26:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,2,2019,1,3,Dorchester
5404,I192018395,2019/03/12 19:30:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,3,2019,1,3,Mission Hill
5405,I192019011,2019/03/14 21:58:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,5,2019,1,3,Dorchester
5406,I192018923,2019/03/14 16:34:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,12,5,2019,1,3,Roxbury
5407,I192019875,2019/03/17 23:18:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,1,2019,1,3,Roxbury
5408,I192019821,2019/03/17 20:15:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,1,2019,1,3,Dorchester
5409,I192020870,2019/03/21 15:38:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,11,5,2019,1,3,Dorchester
5410,I192023598,2019/03/31 07:14:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,0,1,3,1,2019,1,3,Roslindale
5411,I192023577,2019/03/31 06:55:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,2,1,2019,1,3,Roxbury
5412,I192024972,2019/04/05 06:07:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,6,2019,2,4,Roxbury
5413,I192024890,2019/04/04 23:08:00+00,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,19,5,2019,2,4,Jamaica Plain
5414,I192025403,2019/04/06 20:56:00+00,B3,Fatal,Female,Black or African American,Not Hispanic or Latinx,1,1,16,7,2019,2,4,Mattapan
5415,I192025403,2019/04/06 20:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,16,7,2019,2,4,Mattapan
5416,I192025403,2019/04/06 20:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,16,7,2019,2,4,Mattapan
5417,I192025673,2019/04/07 22:05:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,1,2019,2,4,Dorchester
5418,I192025484,2019/04/07 03:18:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,7,2019,2,4,Hyde Park
5419,I192027638,2019/04/14 23:14:00+00,A15,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,19,1,2019,2,4,Charlestown
5420,I192027439,2019/04/14 03:07:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,23,7,2019,2,4,Mattapan
5421,I192027439,2019/04/14 03:07:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,7,2019,2,4,Mattapan
5422,I192032179,2019/05/01 22:26:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,18,4,2019,2,5,Dorchester
5423,I192032179,2019/05/01 22:26:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,18,4,2019,2,5,Dorchester
5424,I192032179,2019/05/01 22:26:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,18,4,2019,2,5,Dorchester
5425,I192032179,2019/05/01 22:26:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,18,4,2019,2,5,Dorchester
5426,I192033527,2019/05/06 21:07:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,2,2019,2,5,Mattapan
5427,I192034557,2019/05/10 01:27:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,21,5,2019,2,5,Dorchester
5428,I192034557,2019/05/10 01:27:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,21,5,2019,2,5,Dorchester
5429,I192033997,2019/05/08 14:00:05+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,10,4,2019,2,5,Dorchester
5430,192035092,2019/05/11 23:17:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,7,2019,2,5,Roxbury
5431,I192036276,2019/05/16 01:52:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,4,2019,2,5,Roxbury
5432,I192037314,2019/05/19 16:16:00+00,A1,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,12,1,2019,2,5,West End
5433,I192037215,2019/05/19 05:00:00+00,A15,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,1,1,2019,2,5,Charlestown
5434,I192038009,2019/05/22 01:15:00+00,A7,Non-Fatal,Male,Unknown,Unknown,1,1,21,3,2019,2,5,East Boston
5435,I192038009,2019/05/22 01:15:00+00,A7,Non-Fatal,Male,Unknown,Unknown,1,0,21,3,2019,2,5,East Boston
5436,I192037998,2019/05/23 00:42:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,4,2019,2,5,Dorchester
5437,I192039068,2019/05/25 06:51:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,7,2019,2,5,Roxbury
5438,I192039535,2019/05/27 04:04:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,2,2019,2,5,Dorchester
5439,I192041160,2019/06/01 18:17:00+00,B2,Non-Fatal,Male,Unknown,Unknown,0,1,14,7,2019,2,6,Dorchester
5440,I192041304,2019/06/02 04:43:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,1,0,1,2019,2,6,Dorchester
5441,I192041304,2019/06/02 04:43:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,0,1,2019,2,6,Dorchester
5442,I192041233,2019/06/01 20:55:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,16,7,2019,2,6,Roxbury
5443,I192041946,2019/06/04 14:58:00+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,10,3,2019,2,6,Back Bay
5444,I192042739,2019/06/06 21:55:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,5,2019,2,6,Dorchester
5445,I192043502,2019/06/09 07:18:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,3,1,2019,2,6,Roxbury
5446,I192043502,2019/06/09 07:18:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,1,1,3,1,2019,2,6,Roxbury
5447,I192044195,2019/06/11 14:45:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,0,1,10,3,2019,2,6,Jamaica Plain
5448,I192044239,2019/06/11 17:00:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,13,3,2019,2,6,Mattapan
5449,I192045000,2019/06/14 07:00:00+00,B2,Fatal,Male,Black or African American,Hispanic or Latinx,0,1,3,6,2019,2,6,Dorchester
5450,I192045558,2019/06/16 05:18:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,1,2019,2,6,Dorchester
5451,I192045572,2019/06/16 06:14:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,1,2019,2,6,Mattapan
5452,I192046078,2019/06/18 01:52:00+00,E13,Fatal,Male,White,Hispanic or Latinx,1,1,21,2,2019,2,6,Jamaica Plain
5453,I192046078,2019/06/18 01:52:00+00,E13,Fatal,Male,White,Hispanic or Latinx,1,0,21,2,2019,2,6,Jamaica Plain
5454,I192046699,2019/06/19 23:44:00+00,C6,Non-Fatal,Male,White,Hispanic or Latinx,0,1,19,4,2019,2,6,South Boston
5455,I192047772,2019/06/24 01:27:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,21,1,2019,2,6,Roxbury
5456,I192047536,2019/06/23 02:56:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,7,2019,2,6,South Boston
5457,I192047777,2019/06/24 01:51:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,21,1,2019,2,6,Dorchester
5458,I192047777,2019/06/24 01:51:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,21,1,2019,2,6,Dorchester
5459,I192047800,2019/06/24 02:42:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,1,2019,2,6,Dorchester
5460,I192047704,2019/06/23 19:02:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,15,1,2019,2,6,Mattapan
5461,I192047704,2019/06/23 19:02:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,15,1,2019,2,6,Mattapan
5462,I192048395,2019/06/26 00:33:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,3,2019,2,6,Dorchester
5463,I192049454,2019/06/29 05:51:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,7,2019,2,6,Roxbury
5464,I192049465,2019/06/29 06:34:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,7,2019,2,6,Dorchester
5465,I192049778,2019/06/30 04:29:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,0,1,2019,2,6,Dorchester
5466,I192051009,2019/07/04 03:45:00+00,E5,Non-Fatal,Male,White,Hispanic or Latinx,0,1,23,4,2019,3,7,Roslindale
5467,I192051306,2019/07/05 07:17:00+00,C11,Non-Fatal,Female,White,Hispanic or Latinx,0,1,3,6,2019,3,7,Dorchester
5468,I192051307,2019/07/05 07:10:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,3,6,2019,3,7,Roxbury
5469,I192051282,2019/07/05 06:06:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,2,6,2019,3,7,Roxbury
5470,I192051271,2019/07/05 03:35:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,5,2019,3,7,South End
5471,I192051248,2019/07/05 03:08:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,5,2019,3,7,Hyde Park
5472,I192051252,2019/07/05 02:58:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,1,1,22,5,2019,3,7,Roxbury
5473,I192051252,2019/07/05 02:58:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,22,5,2019,3,7,Roxbury
5474,I192052001,2019/07/07 20:36:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,16,1,2019,3,7,Dorchester
5475,I192051849,2019/07/07 06:31:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,1,2019,3,7,Mattapan
5476,I192051843,2019/07/07 05:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,1,2019,3,7,Dorchester
5477,I192051573,2019/07/06 03:14:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,23,6,2019,3,7,Roxbury
5478,I192051573,2019/07/06 03:14:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,6,2019,3,7,Roxbury
5479,I192051573,2019/07/06 03:14:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,23,6,2019,3,7,Roxbury
5480,I192051573,2019/07/06 03:14:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,6,2019,3,7,Roxbury
5481,I192051573,2019/07/06 03:14:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,23,6,2019,3,7,Roxbury
5482,I192051573,2019/07/06 03:14:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,23,6,2019,3,7,Roxbury
5483,I192052452,2019/07/09 04:59:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,3,2019,3,7,Mattapan
5484,I192054188,2019/07/14 21:09:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,17,1,2019,3,7,Roxbury
5485,I192054188,2019/07/14 21:09:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,1,0,17,1,2019,3,7,Roxbury
5486,I192054283,2019/07/15 03:37:00+00,B2,Fatal,Male,White,Hispanic or Latinx,0,1,23,1,2019,3,7,Dorchester
5487,I192054903,2019/07/17 04:03:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,4,2019,3,7,Roxbury
5488,I192055085,2019/07/17 19:12:00+00,E5,Fatal,Male,Asian,Not Hispanic or Latinx,0,1,15,4,2019,3,7,Roslindale
5489,I192055856,2019/07/20 03:53:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,23,6,2019,3,7,Dorchester
5490,I192056108,2019/07/21 01:52:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,7,2019,3,7,Roxbury
5491,I192055856,2019/07/20 03:53:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,6,2019,3,7,Dorchester
5492,I192056543,2019/07/22 18:22:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,2,2019,3,7,Roxbury
5493,I192057687,2019/07/26 06:59:00+00,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,2,6,2019,3,7,Roxbury
5494,I192058537,2019/07/29 03:10:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,23,1,2019,3,7,Dorchester
5495,I192058537,2019/07/29 03:10:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,23,1,2019,3,7,Dorchester
5496,I192059447,2019/08/01 00:33:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,20,4,2019,3,7,Jamaica Plain
5497,I192059447,2019/08/01 00:33:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,20,4,2019,3,7,Jamaica Plain
5498,I192059525,2019/08/01 04:46:00+00,C11,Fatal,Male,White,Hispanic or Latinx,1,1,0,5,2019,3,8,Dorchester
5499,I192059525,2019/08/01 04:46:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,0,5,2019,3,8,Dorchester
5500,I192060619,2019/08/04 17:59:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,13,1,2019,3,8,Mattapan
5501,I192060554,2019/08/04 13:30:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,9,1,2019,3,8,Dorchester
5502,I192060494,2019/08/04 04:47:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,1,2019,3,8,Roxbury
5503,I192061042,2019/08/06 00:04:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,2,2019,3,8,Roxbury
5504,I192061126,2019/08/06 08:25:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,4,3,2019,3,8,Dorchester
5505,I192061126,2019/08/06 08:25:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,4,3,2019,3,8,Dorchester
5506,I192061730,2019/08/08 01:50:00+00,B3,Non-Fatal,Female,Black or African American,Hispanic or Latinx,1,1,21,4,2019,3,8,Dorchester
5507,I192061730,2019/08/08 01:50:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,1,0,21,4,2019,3,8,Dorchester
5508,I192061117,2019/08/06 05:28:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,3,2019,3,8,Dorchester
5509,I192062713,2019/08/11 04:25:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,0,1,2019,3,8,Roxbury
5510,I192062463,2019/08/10 07:00:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,3,7,2019,3,8,Roslindale
5511,I192062414,2019/08/10 04:39:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,0,7,2019,3,8,Mission Hill
5512,I192063261,2019/08/13 03:52:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,2,2019,3,8,Jamaica Plain
5513,I192064412,2019/08/16 20:00:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,6,2019,3,8,Roxbury
5514,I192064585,2019/08/17 10:10:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,6,7,2019,3,8,Dorchester
5515,I192064818,2019/08/18 02:00:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,22,7,2019,3,8,Roxbury
5516,I192066863,2019/08/24 03:10:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,6,2019,3,8,Dorchester
5517,I192066923,2019/08/24 08:07:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,4,7,2019,3,8,Dorchester
5518,I192066945,2019/08/24 12:32:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,8,7,2019,3,8,Dorchester
5519,I192067328,2019/08/25 18:18:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,14,1,2019,3,8,Roxbury
5520,I192067181,2019/08/25 05:49:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,1,2019,3,8,Mattapan
5521,I192067181,2019/08/26 02:25:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,1,2019,3,8,Mattapan
5522,I192068166,2019/08/28 04:01:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,4,2019,3,8,Roxbury
5523,I192068834,2019/08/30 05:11:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,6,2019,3,8,Mission Hill
5524,I192068826,2019/08/30 03:54:00+00,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,1,23,5,2019,3,8,Jamaica Plain
5525,I192068826,2019/08/30 03:54:00+00,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,23,5,2019,3,8,Jamaica Plain
5526,I192068724,2019/08/29 22:09:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,5,2019,3,8,Mattapan
5527,I192071813,2019/09/08 06:02:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,2,1,2019,3,9,Back Bay
5528,I192071513,2019/09/07 08:32:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,4,7,2019,3,9,Dorchester
